organism,populationSize,mutationProbability,crossoverProbability,kValue,runningDataset,fold,GMean,selectionRate,Best GMean AGMO
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,1,MF,3,0.9258200997725514,0.6325459317585301,0.9258200997725514
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,1,MFCC,3,0.9534625892455924,0.6824561403508772,0.9534625892455924
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,1,BP,3,0.9534625892455924,0.5834896810506567,0.9534625892455924
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,1,BPCC,3,0.9534625892455924,0.503585657370518,0.9534625892455924
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,1,BPMF,3,0.9534625892455924,0.6468555632342778,0.9534625892455924
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,1,BPMFCC,3,0.9534625892455924,0.5880195599022005,0.9534625892455924
Mus musculus,200,0.20000000298023224,0.699999988079071,1,CC,3,1.0,0.4815950920245399,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,1,MF,3,1.0,0.6808905380333952,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,1,MFCC,3,1.0,0.553757225433526,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,1,BP,3,0.9354143466934853,0.602859778597786,0.9354143466934853
Mus musculus,200,0.20000000298023224,0.699999988079071,1,BPCC,3,0.9354143466934853,0.5902165196471532,0.9354143466934853
Mus musculus,200,0.20000000298023224,0.699999988079071,1,BPMF,3,0.8660254037844386,0.6357591429626893,0.8660254037844386
Mus musculus,200,0.20000000298023224,0.699999988079071,1,BPMFCC,3,1.0,0.6689746125947906,1.0
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,CC,3,0.6650621717611762,0.659846547314578,0.8158924398306318
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,MF,3,0.795233581851359,0.8042857142857143,0.795233581851359
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,MFCC,3,0.8249080995972007,0.7745187901008249,0.8249080995972007
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,BP,3,0.8745243846847748,0.8252356780275562,0.8745243846847748
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,BPCC,3,0.8364831988819825,0.7480225988700565,0.8364831988819825
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,BPMF,3,0.8452792683013812,0.7628667628667629,0.8452792683013812
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,1,BPMFCC,3,0.7966275068156915,0.7979757085020243,0.8266994330847953
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,CC,3,0.0,0.5483091787439613,0.7361626748694664
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,MF,3,0.762000762001143,0.7680288461538461,0.8347300123683029
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,MFCC,3,0.8798826901281198,0.8290529695024077,0.8798826901281198
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,BP,3,0.7491931143441223,0.66189111747851,0.8650936924831862
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,BPCC,3,0.8798826901281198,0.6790055248618785,0.8798826901281198
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,BPMF,3,0.762000762001143,0.579443447037702,0.762000762001143
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,1,BPMFCC,3,0.7491931143441223,0.6979560938682816,0.7491931143441223
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,CC,3,0.5096471914376255,0.5608465608465608,0.8374357893586238
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,MF,3,0.7559289460184544,0.7217847769028871,0.8058229640253803
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,MFCC,3,0.7207499701564472,0.7684210526315789,0.8058229640253803
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,BP,3,0.9258200997725514,0.6979362101313321,0.9258200997725514
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,BPCC,3,0.9258200997725514,0.6414342629482072,0.9258200997725514
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,BPMF,3,1.0,0.6440912232204561,1.0
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,5,BPMFCC,3,1.0,0.7224938875305623,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,5,CC,3,1.0,0.5858895705521472,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,5,MF,3,0.8660254037844386,0.7068645640074211,0.8660254037844386
Mus musculus,200,0.20000000298023224,0.699999988079071,5,MFCC,3,1.0,0.6682080924855491,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,5,BP,3,0.9354143466934853,0.665129151291513,0.9354143466934853
Mus musculus,200,0.20000000298023224,0.699999988079071,5,BPCC,3,0.8660254037844386,0.5769847634322374,0.8660254037844386
Mus musculus,200,0.20000000298023224,0.699999988079071,5,BPMF,3,0.8660254037844386,0.5888437384558551,0.8660254037844386
Mus musculus,200,0.20000000298023224,0.699999988079071,5,BPMFCC,3,0.8100925873009825,0.58720738542697,0.8100925873009825
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,CC,3,0.7740235306730041,0.8721227621483376,0.8167984839075116
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,MF,3,0.6319875663521147,0.6928571428571428,0.6319875663521147
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,MFCC,3,0.795233581851359,0.8102658111824015,0.795233581851359
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,BP,3,0.7682686290553146,0.7280638143582306,0.7692307692307693
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,BPCC,3,0.8338262841799539,0.7553672316384181,0.8338262841799539
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,BPMF,3,0.760527689741738,0.7542087542087542,0.760527689741738
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,5,BPMFCC,3,0.7975554366664508,0.7789473684210526,0.7975554366664508
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,CC,3,0.0,0.5748792270531401,0.6221710168382552
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,MF,3,0.4472135954999579,0.6502403846153846,0.6117136163165708
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,MFCC,3,0.4472135954999579,0.5714285714285714,0.4472135954999579
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,BP,3,0.0,0.5974212034383954,0.6221710168382552
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,BPCC,3,0.0,0.6734806629834255,0.4472135954999579
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,BPMF,3,0.4472135954999579,0.5951526032315978,0.6324555320336759
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,5,BPMFCC,3,0.4472135954999579,0.5825132475397427,0.4472135954999579
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,CC,3,0.5096471914376255,0.6190476190476191,0.7895420339517227
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,MF,3,0.6546536707079771,0.5459317585301837,0.6546536707079771
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,MFCC,3,0.7207499701564472,0.6771929824561403,0.7207499701564472
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,BP,3,0.8827348295047495,0.7204502814258912,0.8827348295047495
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,BPCC,3,0.8451542547285166,0.651792828685259,0.8451542547285166
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,BPMF,3,1.0,0.6613683483068418,1.0
Drosophila melanogaster,200,0.20000000298023224,0.699999988079071,9,BPMFCC,3,1.0,0.671760391198044,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,9,CC,3,1.0,0.6257668711656442,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,9,MF,3,1.0,0.6771799628942486,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,9,MFCC,3,1.0,0.5953757225433526,1.0
Mus musculus,200,0.20000000298023224,0.699999988079071,9,BP,3,0.8660254037844386,0.5765682656826568,0.8660254037844386
Mus musculus,200,0.20000000298023224,0.699999988079071,9,BPCC,3,0.7071067811865476,0.483560545308741,0.7071067811865476
Mus musculus,200,0.20000000298023224,0.699999988079071,9,BPMF,3,0.8660254037844386,0.6542297746582934,0.8660254037844386
Mus musculus,200,0.20000000298023224,0.699999988079071,9,BPMFCC,3,0.8100925873009825,0.5967688757006264,0.8100925873009825
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,CC,3,0.7216024245882199,0.7340153452685422,0.7825765365144539
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,MF,3,0.627877989127481,0.7828571428571428,0.627877989127481
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,MFCC,3,0.7882269819968922,0.7021081576535289,0.7882269819968922
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,BP,3,0.7614996105085897,0.7519941986947063,0.7614996105085897
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,BPCC,3,0.8249080995972007,0.7706214689265537,0.8249080995972007
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,BPMF,3,0.7297563831157798,0.7498797498797499,0.7297563831157798
Caenorhabditis elegans,200,0.20000000298023224,0.699999988079071,9,BPMFCC,3,0.7994080650317895,0.9226720647773279,0.7994080650317895
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,CC,3,0.0,0.533816425120773,0.5902432522055576
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,MF,3,0.0,0.6382211538461539,0.6117136163165708
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,MFCC,3,0.4472135954999579,0.5176565008025682,0.4472135954999579
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,BP,3,0.0,0.5959885386819485,0.6117136163165708
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,BPCC,3,0.4325468462415931,0.5812154696132596,0.4325468462415931
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,BPMF,3,0.4472135954999579,0.5632854578096947,0.4472135954999579
Saccharomyces cerevisiae,200,0.20000000298023224,0.699999988079071,9,BPMFCC,3,0.4472135954999579,0.5007570022710068,0.4472135954999579
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,CC,3,0.8451542547285166,0.656084656084656,0.8451542547285166
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,MF,3,0.9258200997725514,0.6482939632545932,0.9258200997725514
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,MFCC,3,0.9534625892455924,0.6824561403508772,0.9534625892455924
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,BP,3,0.9534625892455924,0.47842401500938087,0.9534625892455924
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.9534625892455924,0.5768924302788845,0.9534625892455924
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.9534625892455924,0.635798203178991,0.9534625892455924
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.9534625892455924,0.6161369193154034,0.9534625892455924
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,CC,3,1.0,0.5337423312883436,1.0
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,MF,3,0.9354143466934853,0.5658627087198516,0.9354143466934853
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,MFCC,3,1.0,0.5653179190751445,1.0
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,BP,3,0.9354143466934853,0.676660516605166,0.9354143466934853
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,BPCC,3,1.0,0.6182838813151563,1.0
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.8660254037844386,0.703731067602512,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.9354143466934853,0.6669963732278272,0.9354143466934853
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,CC,3,0.7740235306730041,0.6649616368286445,0.7740235306730041
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,MF,3,0.795233581851359,0.7028571428571428,0.795233581851359
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,MFCC,3,0.795233581851359,0.7433547204399633,0.795233581851359
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,BP,3,0.8651709137847686,0.868020304568528,0.8651709137847686
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.8266994330847953,0.7440677966101695,0.8266994330847953
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.8213137116947162,0.7445887445887446,0.8213137116947162
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.8426500884694864,0.7643724696356275,0.8426500884694864
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,CC,3,0.0,0.6280193236714976,0.6672040844618539
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,MF,3,0.762000762001143,0.7872596153846154,0.8500474370064828
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,MFCC,3,0.7491931143441223,0.7102728731942215,0.7491931143441223
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,BP,3,0.5902432522055576,0.6181948424068768,0.7869910029407435
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.8798826901281198,0.6784530386740332,0.8798826901281198
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.8650936924831862,0.631508078994614,0.8650936924831862
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.762000762001143,0.700227100681302,0.762000762001143
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,CC,3,0.7207499701564473,0.6825396825396826,0.7207499701564473
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,MF,3,0.6546536707079771,0.6666666666666666,0.7559289460184544
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,MFCC,3,0.8058229640253803,0.6824561403508772,0.8058229640253803
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,BP,3,0.8827348295047495,0.651031894934334,0.8827348295047495
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.9258200997725514,0.6541832669322709,0.9258200997725514
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,BPMF,3,1.0,0.6489288182446441,1.0
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,1.0,0.6729828850855746,1.0
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,CC,3,1.0,0.6257668711656442,1.0
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,MF,3,0.8660254037844386,0.6419294990723562,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,MFCC,3,0.9354143466934853,0.5942196531791908,0.9354143466934853
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,BP,3,0.8660254037844386,0.6226937269372693,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.8660254037844386,0.590617481956696,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,BPMF,3,0.8660254037844386,0.6309567787218323,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,0.8660254037844386,0.6778766897461259,0.8660254037844386
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,CC,3,0.7438107540697584,0.6726342710997443,0.7882269819968922
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,MF,3,0.6430097498961725,0.7514285714285714,0.6430097498961725
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,MFCC,3,0.8040209600141104,0.7873510540788268,0.8040209600141104
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,BP,3,0.7373188274108006,0.7237128353879623,0.7373188274108006
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.8158924398306318,0.6966101694915254,0.8158924398306318
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,BPMF,3,0.7687498496656417,0.6647426647426647,0.7687498496656417
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,0.7787867973583302,0.6874493927125506,0.7787867973583302
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,CC,3,0.0,0.5966183574879227,0.5792096951603469
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,MF,3,0.4472135954999579,0.6574519230769231,0.7093841036079205
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,MFCC,3,0.4472135954999579,0.5738362760834671,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,BP,3,0.0,0.6067335243553008,0.6221710168382552
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.0,0.5950276243093923,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,BPMF,3,0.4472135954999579,0.4955116696588869,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,0.4472135954999579,0.579106737320212,0.4472135954999579
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,CC,3,0.6241877839323592,0.5608465608465608,0.7207499701564473
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,MF,3,0.6546536707079771,0.7401574803149606,0.6837634587578277
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,MFCC,3,0.5096471914376255,0.5754385964912281,0.7207499701564472
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,BP,3,0.8451542547285166,0.6772983114446529,0.8451542547285166
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,BPCC,3,0.8058229640253803,0.6286852589641434,0.8058229640253803
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,BPMF,3,1.0,0.7138908085694541,1.0
Drosophila melanogaster,100,0.20000000298023224,0.8999999761581421,9,BPMFCC,3,0.9534625892455924,0.7084352078239609,0.9534625892455924
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,CC,3,0.9354143466934853,0.5368098159509203,0.9354143466934853
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,MF,3,0.8660254037844386,0.5825602968460112,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,MFCC,3,0.9354143466934853,0.6104046242774567,0.9354143466934853
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,BP,3,0.8660254037844386,0.5867158671586716,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,BPCC,3,0.7071067811865476,0.4843624699278268,0.7071067811865476
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,BPMF,3,0.8660254037844386,0.5917990395271518,0.8660254037844386
Mus musculus,100,0.20000000298023224,0.8999999761581421,9,BPMFCC,3,0.8660254037844386,0.5990768216287504,0.8660254037844386
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,CC,3,0.7438107540697584,0.7723785166240409,0.7933712055667795
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,MF,3,0.6354889093022426,0.85,0.6354889093022426
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,MFCC,3,0.7773608819772205,0.7277726856095326,0.7773608819772205
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,BP,3,0.7448044896552725,0.7150108774474256,0.7448044896552725
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,BPCC,3,0.8249080995972007,0.8175141242937853,0.8249080995972007
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,BPMF,3,0.7133552688842849,0.7311207311207312,0.7133552688842849
Caenorhabditis elegans,100,0.20000000298023224,0.8999999761581421,9,BPMFCC,3,0.7910370692770435,0.8546558704453441,0.7910370692770435
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,CC,3,0.0,0.538647342995169,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,MF,3,0.4472135954999579,0.49399038461538464,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,MFCC,3,0.4472135954999579,0.485553772070626,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,BP,3,0.0,0.586676217765043,0.6221710168382552
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,BPCC,3,0.0,0.581767955801105,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,BPMF,3,0.4472135954999579,0.572262118491921,0.4472135954999579
Saccharomyces cerevisiae,100,0.20000000298023224,0.8999999761581421,9,BPMFCC,3,0.4472135954999579,0.5760787282361847,0.4472135954999579
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,CC,3,0.8451542547285166,0.6296296296296297,0.8451542547285166
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,MF,3,0.9258200997725514,0.6220472440944882,0.9258200997725514
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,MFCC,3,1.0,0.7403508771929824,1.0
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,BP,3,0.9534625892455924,0.6332082551594747,0.9534625892455924
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.9534625892455924,0.5721115537848606,0.9534625892455924
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.9534625892455924,0.5977885279889427,0.9534625892455924
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.9534625892455924,0.6210268948655256,0.9534625892455924
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,CC,3,1.0,0.48466257668711654,1.0
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,MF,3,1.0,0.6493506493506493,1.0
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,MFCC,3,1.0,0.5375722543352601,1.0
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,BP,3,0.8660254037844386,0.6203874538745388,0.8660254037844386
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.9354143466934853,0.6058540497193264,0.9354143466934853
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.8100925873009825,0.49279645363871444,0.8100925873009825
Mus musculus,150,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,1.0,0.660402242004616,1.0
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,CC,3,0.6177837847772697,0.6956521739130435,0.8044807947443035
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,MF,3,0.8040209600141104,0.7557142857142857,0.8040209600141104
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,MFCC,3,0.8213137116947162,0.7965169569202566,0.8213137116947162
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,BP,3,0.8513824469684098,0.7599709934735316,0.8513824469684098
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.8557152100494996,0.7536723163841808,0.8557152100494996
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.8249080995972007,0.7450697450697451,0.8249080995972007
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.8360409661263138,0.737246963562753,0.8360409661263138
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,CC,3,0.0,0.5845410628019324,0.722897396012249
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,MF,3,0.7491931143441223,0.6694711538461539,0.8347300123683029
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,MFCC,3,0.8500474370064828,0.7648475120385233,0.8500474370064828
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,BP,3,0.7745966692414834,0.7829512893982808,0.8944271909999159
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,BPCC,3,0.8650936924831862,0.6944751381215469,0.8650936924831862
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,BPMF,3,0.7745966692414834,0.696588868940754,0.7745966692414834
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,1,BPMFCC,3,0.7491931143441223,0.6578349735049205,0.7491931143441223
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,CC,3,0.5096471914376255,0.6825396825396826,0.7977240352174656
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,MF,3,0.7559289460184544,0.5853018372703412,0.7559289460184544
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,MFCC,3,0.8058229640253803,0.7350877192982456,0.8058229640253803
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,BP,3,0.9258200997725514,0.6904315196998124,0.9258200997725514
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.9258200997725514,0.7091633466135459,0.9258200997725514
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,BPMF,3,1.0,0.6026261230131306,1.0
Drosophila melanogaster,150,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,1.0,0.6986552567237164,1.0
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,CC,3,1.0,0.5460122699386503,1.0
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,MF,3,0.8660254037844386,0.7068645640074211,0.8660254037844386
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,MFCC,3,1.0,0.638150289017341,1.0
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,BP,3,0.8660254037844386,0.5747232472324724,0.8660254037844386
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.8100925873009825,0.5829991980753809,0.8100925873009825
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,BPMF,3,0.8100925873009825,0.49685999261174735,0.8100925873009825
Mus musculus,150,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,0.8100925873009825,0.5858885591823277,0.8100925873009825
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,CC,3,0.7438107540697584,0.7877237851662404,0.7882269819968922
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,MF,3,0.6430097498961725,0.8228571428571428,0.6430097498961725
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,MFCC,3,0.7863480115484951,0.7341888175985335,0.7863480115484951
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,BP,3,0.7448044896552725,0.7976794778825236,0.7448044896552725
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,BPCC,3,0.8067760370539627,0.6903954802259887,0.8067760370539627
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,BPMF,3,0.7457969011409737,0.658008658008658,0.7457969011409737
Caenorhabditis elegans,150,0.20000000298023224,0.8999999761581421,5,BPMFCC,3,0.7682686290553146,0.7307692307692307,0.7682686290553146
Saccharomyces cerevisiae,150,0.20000000298023224,0.8999999761581421,5,CC,3,0.0,0.6038647342995169,0.7745966692414834
